UniprotAccession,BRAIN,BROWN_ADIPOSE_TISSUE,CEREBELLUM,CEREBRAL_CORTEX,HEART,KIDNEY,LIVER,LUNG,MUSCLE,PANCREAS,SPLEEN,WHOLE_ORGANISM
P84096,127.0,33.1,161.0,1.06,100.0,69.7,99.1,233.0,4.57,21.8,351.0,83.9
P84099,1042.0,35.1,275.0,37.9,186.0,39.6,1263.0,380.0,70.4,1575.0,488.0,1392.0
P84102,,,30.8,,1.56,,,,0.03,91.5,,14.6
P84104,374.0,18.9,486.0,220.0,132.0,1247.0,34.9,86.6,34.9,51.5,267.0,478.0
P84228,1067.0,,2230.0,,282.0,0.271,170.0,0.147,3.52,,3.41,1776.0
P84244,1837.0,58.9,311.0,451.0,415.0,2111.0,865.0,336.0,877.0,150.0,108.0,3798.0
P84309,12.5,0.206,10.9,,0.627,1.06,,0.062,,,0.042,0.825
P84444,0.009,,,,,,,10.0,,,,1.85
P85094,145.0,259.0,88.1,42.0,218.0,122.0,200.0,69.3,35.7,113.0,55.1,295.0
P86044,,,,,,,,,,,,0.009
P86045,,,,,,,,,,,,2e-05
P86046,0.608,,,,,,,,,,,0.948
P86048,361.0,97.6,0.32,1.98,12.5,70.4,134.0,70.7,1.3,665.0,335.0,484.0
P86049,,,,,,0.289,0.165,,,,,0.147
P86174,,,,,,,,,,,,0.006
P86176,,,,,,,,,,,,0.014
P86448,,,,,,,,,,,,0.014
P86449,,,,,,,,,,,,0.015
P86546,,,,,,,,,,,,0.449
P86547,,,,,,,,,,,,0.449
P86792,4.86,,,,,,,,,,,3.54
P97287,20.4,,13.2,,2.0,,,6.47,0.149,,37.4,14.1
P97288,,,1.54,,,,,,,,,
P97290,19.0,34.4,6.91,1.14,31.8,13.5,19.4,114.0,3.22,1.55,16.5,377.0
P97291,0.97,,27.5,,,,,0.05,,,0.133,0.087
P97292,,,,,,,,,,,,7e-05
P97297,,,,,,,,,,,,0.141
P97298,63.1,3.67,41.7,1.45,6.69,8.62,0.075,6.67,8.64,0.407,2.68,180.0
P97299,,,,,,,,,0.024,,,0.035
P97302,0.108,,4.44,,5.3,,,,0.017,0.015,,0.404
P97303,,,1.86,,,,,,,,,0.079
P97304,3.68,0.091,27.9,,0.042,,0.008,4.6,,0.708,0.498,58.2
P97305,0.02,,,,,,,,,,,0.093
P97306,,,10.6,,,,,,,,,0.068
P97309,,,,,,,,,,,,0.016
P97310,53.6,0.291,33.7,,3.89,28.0,42.5,60.8,0.169,99.2,653.0,129.0
P97311,50.7,0.509,32.5,2.36,2.11,12.1,10.9,33.8,2.72,39.0,872.0,43.7
P97313,4.97,19.9,8.32,0.117,0.666,12.0,13.6,10.2,1.58,0.948,162.0,1.98
P97314,0.12,,14.1,,59.9,39.6,15.2,65.0,0.565,4.08,102.0,15.5
P97315,403.0,86.7,348.0,946.0,185.0,119.0,33.4,1071.0,18.1,264.0,634.0,313.0
P97318,,,14.2,,,,,,,,,0.035
P97321,,,,,,,,,0.116,,,0.596
P97324,18.4,102.0,,,,8.82,0.956,27.7,0.034,10.5,56.3,12.0
P97325,,,12.8,,,,,,1.5,,,0.041
P97326,0.019,,21.5,,,,,,,,,13.3
P97328,0.252,4.29,12.7,28.3,12.0,950.0,836.0,12.3,17.4,25.7,6.68,45.6
P97329,4.15,,,,,,0.002,,,,,8.13
P97333,0.203,248.0,17.4,,41.8,13.7,2.0,336.0,0.7,2.61,3.39,3.99
P97334,,,,,,,,,,,,0.088
P97343,,,6.33,,,,,,,,,2e-05
P97346,1.69,0.078,30.1,,2.85,,0.005,1.66,5.79,,2.8,30.1
P97347,0.007,,,0.9,0.687,,0.013,,0.221,,,0.601
P97348,,,3.2,,,,0.505,0.774,0.019,,,0.26
P97350,0.554,2.75,0.112,1.13,8.45,0.287,1.99,1.73,18.4,1.87,,2.52
P97351,686.0,227.0,427.0,56.9,337.0,139.0,817.0,367.0,79.0,1685.0,1462.0,955.0
P97352,29.0,131.0,322.0,137.0,113.0,8.22,8.77,189.0,6.67,6.1,50.3,84.4
P97353,,,,,,,0.036,0.578,,0.236,0.168,
P97355,52.1,0.222,143.0,8.09,34.7,6.43,,17.9,16.7,0.042,73.4,34.8
P97357,,,,,,,,,,,,10.6
P97358,,,,,,,,,,,,5.44
P97360,,0.117,9.99,,0.02,,0.078,3.86,,0.067,0.247,2.83
P97361,0.122,0.565,0.067,,,,0.006,14.0,,,,1.24
P97363,5.85,1.97,31.0,,0.315,1.65,8.7,39.4,1.16,3.02,20.9,6.99
P97364,2.41,16.2,67.0,6.59,5.85,,334.0,7.51,2.63,69.0,10.5,23.0
P97366,0.014,,9.58,,,,0.156,,0.19,,,0.476
P97367,0.025,,29.8,0.756,0.031,,,0.113,,,,0.769
P97368,,,,,,,,,,,,0.113
P97369,19.0,,,,,,,2.11,0.05,,116.0,17.4
P97370,68.6,23.8,424.0,7.05,90.1,20.3,36.1,39.2,5.1,152.0,55.5,52.1
P97371,488.0,602.0,332.0,232.0,343.0,171.0,597.0,1137.0,93.2,283.0,1702.0,147.0
P97372,80.9,133.0,126.0,42.0,116.0,39.6,341.0,360.0,36.4,77.1,625.0,103.0
P97376,58.1,0.511,29.7,2.04,1.39,,0.208,4.05,0.164,0.594,47.9,63.3
P97377,12.0,0.132,10.2,,,0.263,0.273,0.616,0.839,1.33,95.0,39.8
P97379,39.2,22.1,267.0,223.0,22.5,5.48,10.2,28.3,14.9,36.6,25.2,105.0
P97382,0.205,,8.27,,,,,,,,,0.037
P97384,26.1,35.8,35.0,15.3,95.0,99.0,39.5,397.0,82.8,25.2,247.0,30.8
P97386,23.3,0.392,29.4,,9.72,,0.062,1.42,0.267,,0.445,46.9
P97390,36.4,4.1,89.3,2.72,17.4,59.4,3.51,14.4,2.18,40.3,8.57,7.3
P97393,42.6,0.148,46.2,0.065,4.41,,0.422,23.9,0.275,3.39,0.26,2.0
P97399,,,,,,,,,,,,28.3
P97401,,,4.64,,,,,,,,,0.176
P97402,,,,,,,,,,,,0.05
P97411,1.9,0.188,65.5,2.56,2.35,,,0.248,,12.2,,1.54
P97412,9.8,,9.74,,0.055,0.023,0.331,0.87,,,7.06,0.13
P97414,,,,,1.7,,,,,4.5,,0.231
P97425,,,,,,,,7.46,0.019,,7.27,0.663
P97426,,,,,0.01,,,,,,1.53,0.5
P97427,1514.0,20.2,594.0,2368.0,35.1,2.21,31.8,115.0,15.1,10.4,38.5,81.0
P97428,,,,,,,,,,,,0.062
P97429,92.0,196.0,51.3,23.0,189.0,614.0,212.0,839.0,25.0,392.0,367.0,180.0
P97430,,,,,,,,,,,,21.8
P97431,,0.021,0.055,,,1.27,0.476,,5.51,1.27,4.91,0.716
P97432,0.252,,7.22,,0.173,,0.082,,0.105,0.581,,0.791
P97433,0.011,,13.7,,,,,2.73,,,,0.025
P97434,13.7,1.79,16.9,0.102,2.13,,0.377,130.0,,0.073,3.67,24.5
P97435,0.005,,,,,,,,,,,0.038
P97436,,,,,,,,,,,,0.013
P97438,,,,,,,,,,,,3e-05
P97440,1.67,,8.84,,,,,,,,14.9,12.4
P97441,7.19,,30.4,,,,,,,,,5.31
P97443,,6.72,0.09,3.76,361.0,,0.018,5.37,664.0,,,4.16
P97445,0.788,,37.1,5.38,,,,,,,,1.09
P97449,6.9,94.2,29.4,16.1,118.0,2711.0,361.0,279.0,16.7,1044.0,152.0,19.1
P97450,396.0,35.2,521.0,465.0,1499.0,158.0,147.0,91.9,1569.0,519.0,16.7,507.0
P97452,37.2,,19.2,,0.091,,4.54,0.648,0.318,,16.2,53.3
P97454,0.317,,9.45,,,,,0.443,0.051,,,1.48
P97459,,,,,,,,,,,,0.0001
P97460,0.015,,,,,,,,,,,0.024
P97461,321.0,101.0,290.0,11.8,106.0,,556.0,150.0,95.0,927.0,425.0,497.0
P97464,,,4.82,,,,,,0.022,,,0.399
P97465,0.259,,,,,,0.121,2.06,0.125,,20.0,2.52
P97467,4.79,,24.3,3.26,77.3,,,1.17,,1.86,0.208,16.4
P97468,,,,,0.187,,,4.56,0.085,,,0.505
P97469,,,,,,,,,,,,0.017
P97470,58.5,1.27,73.0,,15.4,3.5,3.1,16.5,0.04,23.1,54.0,46.8
P97471,1.79,0.227,30.4,,0.608,,0.085,12.0,5.35,0.151,2.15,5.0
P97473,0.98,,19.7,,1.14,,,,0.255,,,11.4
P97474,,,,,,,,,,,,0.05
P97477,2.48,,,,,,,,0.01,,,4.78
P97478,6.05,606.0,43.7,4.79,277.0,86.2,156.0,11.8,27.3,2.21,21.8,21.1
P97479,0.077,,3.33,,0.493,6.39,,0.913,,1.71,,0.78
P97480,1.02,,7.1,,0.129,,,,0.073,,1.21,2.06
P97481,0.056,,,,,,,,,,,2e-05
P97484,,,,,0.059,,,,,,1.29,0.255
P97489,,,,,,,,,,,,0.046
P97490,0.124,,28.5,,0.064,,,,,,,0.077
P97492,15.8,,3.13,3.3,,,,,,,1.04,1.03
P97493,63.8,66.4,404.0,69.5,279.0,40.7,25.8,27.7,51.2,12.8,9.63,79.5
P97494,50.6,12.8,38.3,7.6,28.5,297.0,354.0,214.0,1.78,20.9,163.0,24.7
P97496,207.0,0.968,19.1,1.86,35.7,673.0,48.9,5.15,0.044,0.769,108.0,96.1
P97497,,,,,,,,,,,,0.019
P97499,0.065,4.08,,,0.246,0.092,0.873,2.87,0.339,1.3,0.531,0.149
P97500,,,7.48,,0.087,,,,,,,0.041
P97501,,,,,0.534,,691.0,22.5,,,,7.42
P97503,,,,,,,,,,,,0.326
P97504,,,,,,,,,,,,0.045
P97714,,,,,,,,,,,,0.015
P97717,0.062,,7.59,,,,,,,,,0.033
P97718,,,,,,,,,,,,0.013
P97737,0.02,,23.3,,,,,,,,,0.055
P97742,8.87,49.5,98.2,2.48,63.2,801.0,673.0,58.9,2.71,14.9,28.1,29.7
P97751,,,,,,,,,,,,0.0003
P97760,13.1,0.412,48.9,4.72,1.56,0.253,5.55,5.93,0.34,1.28,11.3,13.8
P97762,0.334,,19.6,,,,20.0,,,,,2.11
P97764,,,,,,,,,,,,0.014
P97765,110.0,2.37,110.0,274.0,17.5,5.17,4.37,41.9,3.16,3.52,15.3,16.9
P97767,,,,,,,,,,,,0.01
P97769,,,,,,,,,,,,0.088
P97770,1.87,,32.0,,0.338,,0.03,0.884,0.751,,40.0,5.49
P97772,3.02,,108.0,,,,,5.69,,,,1.95
P97783,0.412,,130.0,,,,,,,,,0.585
P97784,0.006,,2.31,,0.105,,,,,,,0.338
P97785,0.044,,34.7,,,,,,,,,13.4
P97789,2.76,0.116,16.4,,0.414,,0.056,3.29,1.54,64.5,30.5,4.48
P97792,4.79,2.09,181.0,,8.33,,0.762,37.1,,1.13,0.336,6.75
P97793,0.003,,14.6,,,,,,,,,0.065
P97794,,,5.48,,,,,,,,,0.028
P97797,163.0,,298.0,147.0,0.353,,0.989,8.07,0.065,,20.9,44.4
P97798,43.5,0.322,77.9,0.218,0.209,0.126,0.048,6.39,0.36,1.03,1.21,3.88
P97799,0.507,,,,,,,,,,,0.068
P97801,6.11,,4.23,,,,,,,,1.0,73.9
P97802,,,,,,,,,,,,0.026
P97805,,0.016,0.017,0.109,0.071,,0.01,,0.513,0.187,,1.55
P97807,1006.0,3890.0,852.0,1880.0,4413.0,,1090.0,368.0,315.0,503.0,749.0,475.0
P97808,4.23,,,,,,,,,,0.942,9.84
P97812,,,,,,,,,,,,0.144
P97813,0.11,,21.4,,,,,3.41,0.033,,,0.123
P97814,,,,,,,,,,,2.87,0.925
P97816,,0.087,5.29,2.74,0.237,5.67,0.007,25.3,0.849,0.199,0.038,102.0
P97817,0.383,,7.16,,,,,,8.52,,,0.334
P97819,0.337,0.191,21.6,0.036,0.237,,1.03,,1.68,,0.272,0.331
P97820,3.99,1.4,111.0,2.9,1.75,,0.157,7.85,2.71,0.111,0.745,12.0
P97821,8.37,,11.4,,20.6,1.18,60.2,79.7,1.95,5.06,51.5,41.7
P97822,168.0,39.1,306.0,31.2,70.4,98.7,43.6,202.0,26.6,90.2,526.0,283.0
P97823,126.0,231.0,170.0,56.9,223.0,752.0,491.0,166.0,21.6,116.0,143.0,191.0
P97825,118.0,,227.0,16.4,8.26,,,4.4,1.36,0.327,57.8,354.0
P97855,210.0,75.5,124.0,63.7,102.0,376.0,104.0,95.1,32.4,44.9,472.0,180.0
P97857,,,9.83,,,,,,0.01,,,3.38
P97858,0.05,,47.1,,,,,,,36.7,0.883,0.264
P97861,0.794,,,,14.0,,44.2,,84.7,,,9.62
P97863,0.944,,85.6,,7.11,39.6,17.8,8.51,1.38,4.67,9.07,11.4
P97864,,1.86,16.3,,1.56,0.332,2.45,33.5,0.149,0.067,4.84,18.3
P97865,,,21.2,,1.33,0.375,1.9,,12.9,0.058,,0.148
P97868,25.5,0.057,21.8,,0.278,39.6,4.44,2.34,1.08,,0.629,38.8
P97872,0.029,0.034,45.0,,10.0,1.98,1195.0,16.9,2.68,,,128.0
P97873,,,,,14.9,,,6.16,0.505,,,1.45
P97875,1.11,,,,,,,,0.056,,,0.898
P97926,,,,,,,,,,,,0.028
P97927,0.662,270.0,35.2,8.63,128.0,7.5,0.081,369.0,16.0,68.5,3.45,13.1
P97929,,,5.09,,0.228,,,,,,,1.44
P97930,13.0,3.42,62.7,41.0,42.9,44.6,62.9,13.0,0.419,28.2,298.0,20.4
P97931,,,,,,,,,,,,14.7
P97946,,,,,,,,,,,,0.121
P97950,2.38,,174.0,,0.078,,,0.275,,,,0.373
P97952,0.937,,74.3,,,,,,2.55,,,0.893
P97953,,,,,0.219,,,,,,,0.126
P98063,,,7.23,,0.068,,0.045,,0.106,,,20.7
P98064,,,10.6,,0.078,,1.37,,0.151,,,29.1
P98078,26.6,2.68,29.5,11.1,18.6,297.0,0.962,22.8,9.28,3.41,3.65,31.0
P98083,3.58,0.257,0.484,0.094,1.87,,0.131,1.03,0.292,5.23,8.78,15.2
P98084,1.4,,59.3,,,,,,,,,0.392
P98086,6.83,2.84,16.5,,,,,0.397,,,2.44,95.0
P98154,,,10.4,,,,,,,,,0.01
P98156,1.44,7.78,32.9,0.626,12.8,,,0.045,1.35,,,2.64
P98191,0.921,,54.2,,,,,,,,,0.694
P98192,1.66,5.46,13.2,0.101,76.2,8.37,0.13,23.3,1.01,0.025,2.45,5.81
P98195,0.018,0.421,9.38,,1.45,0.103,0.093,,0.112,,,0.541
P98197,0.014,31.1,25.6,0.611,18.1,79.2,7.3,28.0,0.53,0.52,0.226,0.438
P98199,,,3.41,,0.192,,,,0.431,,,0.031
P98200,0.319,,27.7,,,39.6,,1.5,,,,0.233
P98203,1.85,,40.1,,11.6,0.495,8.32,9.75,0.179,,22.9,4.14
P99024,2020.0,331.0,719.0,2618.0,614.0,5268.0,169.0,729.0,22.5,718.0,855.0,23374.0
P99025,0.337,6.28,15.5,,0.063,6.48,275.0,1.31,,,,6.28
P99026,581.0,196.0,834.0,,100.0,368.0,242.0,357.0,25.2,385.0,447.0,427.0
P99027,968.0,135.0,817.0,700.0,502.0,,687.0,646.0,460.0,2974.0,478.0,6471.0
P99028,306.0,467.0,665.0,2.33,870.0,237.0,77.0,7.77,145.0,165.0,3.03,318.0
P99029,1126.0,1217.0,1501.0,4045.0,1492.0,642.0,699.0,715.0,410.0,641.0,878.0,682.0
Q00175,,,,,,,,,,,,0.0009
Q00196,0.715,,,,,,,,,,0.139,1.91
Q00262,3.91,,27.8,,0.445,,,0.451,0.069,,0.631,0.558
Q00286,,,8.35,,,,,,,,,0.002
Q00288,,,,,,,,,,,,0.172
Q00342,0.101,,2.93,,,,,,,,,0.158
Q00417,,,,,,,,,,,,0.466
Q00420,,,17.1,,1.44,,,0.694,0.4,0.549,17.8,1.79
Q00422,3.76,1.18,29.8,1.45,0.341,,0.278,8.05,0.205,0.165,17.9,23.3
Q00493,162.0,0.134,230.0,120.0,3.88,,0.002,,1.51,0.918,0.118,136.0
Q00519,0.259,490.0,5.83,2.28,71.3,14.6,384.0,1361.0,24.3,40.5,163.0,26.2
Q00547,3.27,,,,,,,,,,12.2,12.1
Q00558,4.18,,52.9,,,,,0.316,0.266,,1.55,1.17
Q00560,0.246,0.428,25.3,,1.23,0.232,1.68,38.8,0.988,6.91,3.04,0.849
Q00609,0.028,,,,,,,,,,,0.088
Q00612,84.1,1148.0,182.0,26.7,14.9,45.2,9.25,260.0,7.78,61.7,491.0,59.9
Q00623,1608.0,1097.0,294.0,617.0,1760.0,792.0,1142.0,2203.0,233.0,447.0,787.0,8321.0
Q00651,0.317,,7.18,,,,,0.502,0.199,,37.7,0.727
Q00690,0.5,,,,,,,,,,,0.004
Q00724,2.13,29.8,6.89,,19.9,57.4,117.0,48.7,0.51,4.25,31.3,266.0
Q00731,0.025,,,,,,,,,,,0.222
Q00780,0.015,,,,,,,14.0,,,,0.166
Q00896,348.0,445.0,68.4,217.0,653.0,84.0,97.6,1307.0,31.6,188.0,252.0,2203.0
Q00897,380.0,134.0,140.0,,189.0,330.0,102.0,184.0,275.0,166.0,67.1,1912.0
Q00898,425.0,96.4,0.808,,120.0,554.0,73.2,106.0,1.32,54.2,32.5,1374.0
Q00899,57.1,0.078,36.3,6.54,0.278,0.467,,4.09,0.511,0.669,4.73,19.8
Q00915,175.0,1.88,85.8,106.0,39.0,77.9,340.0,660.0,1.89,4.97,9.73,61.6
Q00941,,,,,,,,,,,,0.072
Q00977,0.052,,,,,,0.054,,,,,3.21
Q00993,,,8.82,,0.115,0.365,,0.707,2.19,,1.68,13.9
Q00PI9,263.0,58.8,347.0,54.2,40.7,693.0,155.0,294.0,11.3,125.0,827.0,176.0
Q01063,2.46,,0.287,,0.762,,,1.4,31.7,1.07,0.49,1.8
Q01065,185.0,0.334,95.2,32.1,1.56,,0.256,0.192,,,,5.63
Q01097,0.631,,21.9,1.58,0.091,,,,,,,42.1
Q01098,0.084,,5.22,,,,,,,,,0.182
Q01102,,,,,,,,,,,,0.143
Q01147,181.0,0.276,191.0,1.88,0.096,,0.05,15.3,0.144,0.34,2.65,157.0
Q01149,5.2,14.0,18.2,,25.5,35.2,15.7,195.0,225.0,2.04,5.06,62.4
Q01231,,,,,0.237,,,10.4,,,,0.0009
Q01237,0.101,,26.2,,0.082,,1.78,,0.044,,,0.884
Q01279,20.0,5.37,35.6,,22.6,2.45,403.0,36.3,2.31,7.19,0.866,164.0
Q01320,325.0,0.157,8.56,,8.66,0.084,,0.836,0.083,,53.4,261.0
Q01337,,,,,,,,,,,,0.062
Q01338,,,11.8,,,,,,,,,0.2
Q01339,71.6,14.7,14.8,0.495,159.0,10.7,27.7,63.4,19.5,14.5,10.8,1484.0
Q01341,0.58,2.16,4.69,,5.56,,,0.523,0.002,0.433,0.057,0.369
Q01405,90.2,68.5,144.0,2.73,81.7,198.0,542.0,185.0,23.7,87.6,198.0,62.8
Q01514,0.045,0.44,,,4.98,,1.7,,0.007,,23.1,0.315
Q01705,0.003,,11.7,,,,,,0.066,,,2.2
Q01721,,,11.5,,0.269,,,,0.216,,,3.92
Q01730,131.0,100.0,156.0,97.9,268.0,42.9,97.0,773.0,11.9,41.7,382.0,82.1
Q01755,,,,,,,,,,,,0.482
Q01768,1347.0,1007.0,26.2,77.2,1018.0,1049.0,1353.0,984.0,16.3,2454.0,739.0,1815.0
Q01776,,,,,0.155,,,,,,,0.003
Q01815,0.019,,9.78,,9.44,,,,,,,0.069
Q01822,0.02,,,,,,,,,,,7e-05
Q01853,1268.0,2337.0,1038.0,510.0,1332.0,1148.0,2312.0,2574.0,478.0,2814.0,2683.0,736.0
Q01887,,,,,,,,,,,,0.057
Q01965,,,,,,,2.18,,,,33.3,1.58
Q02013,20.7,36.4,0.422,1.58,54.0,198.0,40.7,177.0,11.2,0.69,70.4,22.8
Q02053,1195.0,1179.0,907.0,494.0,684.0,317.0,1029.0,1453.0,202.0,2071.0,1570.0,299.0
Q02085,,,,,,,,,,,,0.132
Q02105,34.9,,11.5,,0.982,,,2.24,1.12,,,87.1
Q02111,0.296,,19.3,,0.269,0.067,,0.079,9.07,0.055,1.15,0.566
Q02152,,,,,,,,,,,,0.0005
Q02242,,,,,,,,,,,,0.031
Q02248,156.0,23.1,358.0,40.6,128.0,134.0,267.0,568.0,5.85,384.0,71.5,90.8
Q02257,24.9,28.4,58.9,39.7,247.0,234.0,136.0,531.0,22.7,169.0,10.9,32.0
Q02357,124.0,118.0,174.0,1.73,233.0,416.0,7.71,734.0,121.0,1.22,1743.0,26.1
Q02384,0.494,,15.9,,,0.431,,0.446,0.128,,0.781,0.08
Q02395,0.285,,7.83,,,,,,1.54,,,12.2
Q02496,,,,,,,,7.1,,5.0,,0.429
Q02525,,,,,,,,,,,,0.015
Q02526,0.196,,13.1,,,,,,,,,3.1
Q02566,0.214,55.5,25.5,631.0,17985.0,851.0,7.05,721.0,43.7,4.05,3.89,40.0
Q02576,0.244,,,,,,,,,,,0.025
Q02591,,,,,,,,,,,,0.111
Q02596,,,,,,,,,,,,93.4
Q02614,0.118,0.227,42.8,0.887,0.082,,0.065,2.02,0.033,0.189,3.62,28.0
Q02650,,,,,,,,,,,,1.03
Q02780,1.61,,0.904,,6.9,,0.014,4.37,,,0.199,9.39
Q02788,0.068,20.9,17.6,0.939,153.0,,126.0,212.0,243.0,3.38,4.86,15.6
Q02789,0.003,,,,0.203,,,,225.0,,,0.379
Q02819,206.0,40.5,158.0,49.8,102.0,1385.0,150.0,227.0,12.5,28.4,153.0,172.0
Q02844,,,,,,,,,,,,0.253
Q02853,,,,,,,,,0.01,,,0.021
Q02858,0.007,0.321,4.0,,0.877,2.34,,90.1,,0.207,0.326,0.365
Q02862,,,,,,,,,,,,2.5
Q02956,0.455,,15.9,,,,0.034,3.07,,,,0.353
Q03059,0.074,,10.1,,,,,,,,,0.012
Q03137,12.4,,28.8,8.8,4.07,0.033,,,,,,0.998
Q03141,2.66,,45.9,0.372,4.0,0.816,,4.86,1.43,,0.336,4.54
Q03142,0.238,,,,,,,,,,,0.738
Q03145,0.091,,,,0.385,0.394,0.417,1.44,0.651,,,2.92
Q03146,0.115,,10.8,,,,,,,,,1.2
Q03147,4.01,0.045,11.4,0.035,0.008,,0.317,0.637,0.033,0.003,25.9,4.46
Q03157,46.6,,26.2,,,,,,,,,3.19
Q03160,,,4.34,,,,0.709,,,0.54,,0.643
Q03172,0.01,,,,,,,,,,,0.008
Q03173,9.83,0.281,79.0,61.9,3.71,0.782,,13.6,1.68,0.621,2.02,31.8
Q03249,0.137,0.122,12.5,0.172,17.3,0.217,18.4,2.67,1.45,,2.61,0.873
Q03265,4028.0,2111.0,2938.0,6586.0,11229.0,6155.0,4409.0,2332.0,7210.0,2779.0,2361.0,2367.0
Q03288,,,,,,,,,,,,0.006
Q03311,0.007,4.45,6.24,,3.03,,23.4,1.7,1.8,,,8.81
Q03347,0.242,,,,,,1.13,,,,,2.04
Q03350,,1.07,,,0.285,,,2.69,0.111,,17.5,0.845
Q03358,,,,,,,,,,,,0.055
Q03366,,,,,,,,,,,,0.366
Q03385,,,4.94,,,,,,,,,0.028
Q03391,0.02,,9.31,,,,,,,,,0.961
Q03401,0.007,,,,,,,,,,,7.88
Q03402,,,,,,,,,,,,0.611
Q03404,,,,,,,,,,28.9,,2.09
Q03517,52.2,0.329,136.0,35.6,0.182,,,0.095,,0.531,,13.0
Q03526,,,,,0.114,,,,,,,0.067
Q03717,0.203,,4.09,,,,,,,,,0.73
Q03719,,,9.27,,,,,,,,,0.177
Q03734,91.3,260.0,0.708,0.88,165.0,102.0,97.4,339.0,3.35,174.0,97.9,526.0
Q03740,,,,,,,,,,,,0.303
Q03958,48.0,6.55,238.0,295.0,57.0,,1.43,106.0,15.9,133.0,20.1,112.0
Q03963,3.95,0.156,12.9,,0.158,,0.316,2.15,6.84,0.784,9.53,10.9
Q04207,4.68,1.64,28.2,1.31,7.92,,1.26,69.4,0.837,1.04,53.0,4.98
Q04211,,,,,,,,,,,0.717,0.031
Q04447,8366.0,537.0,4274.0,16220.0,1060.0,59.4,85.2,780.0,29.0,919.0,846.0,8922.0
Q04519,0.488,,37.5,,1.27,,,,0.458,,,2.05
Q04573,,,,,,,,,,,,0.018
Q04592,,,,,0.064,,,,,,,0.084
Q04646,,0.005,,27.1,0.208,41.5,0.0009,0.003,0.47,,0.009,2.42
Q04683,,,,,,,,,,,,0.023
Q04690,239.0,0.357,66.2,0.784,0.789,0.37,0.024,12.5,0.581,2.14,1.13,2.19
Q04692,0.374,,15.4,,0.017,,,0.656,0.016,4.86,12.6,3.55
Q04735,1.01,,37.7,2.09,0.31,0.09,,,1.84,,,1.52
Q04736,3.06,3.36,88.3,6.67,8.47,5.19,0.491,71.3,0.18,0.401,5.21,8.02
Q04742,,,,,,,,,,,,0.87
Q04744,,,,,,,,,,,,0.267
Q04750,531.0,0.249,130.0,0.431,35.4,495.0,69.9,22.3,1.28,,75.1,603.0
Q04758,0.169,,51.8,,,,,,,,,2.37
Q04841,4.97,,9.91,,,,,,0.016,,,66.2
Q04857,0.103,19.1,20.1,1.79,220.0,,168.0,278.0,378.0,32.1,4.14,18.1
Q04859,0.222,,,,,,,,,,,0.684
Q04863,,,,,,,,,,,,0.094
Q04886,0.014,,4.33,0.449,,,,,0.307,,,0.213
Q04887,0.014,,2.05,6.35,,,,,,,,0.626
Q04888,0.01,,14.0,0.449,,,,,,,,6.51
Q04890,,,,,0.196,,,,,,,0.007
Q04891,,,,,,,,,,,,0.119
Q04892,,,,,,,,,,,,0.287
Q04899,1.19,,22.0,,,0.097,0.007,0.263,0.051,,,2.96
Q04997,0.282,,,,,,,,0.053,,,0.004
Q04998,,,,,,,,,,,,0.386
Q04999,,,,,,,,,,,,0.022
Q05020,,,,,,,,,,,,1769.0
Q05117,,,,,,0.583,114.0,3.12,0.112,,12.7,32.9
Q05144,89.6,2.77,1.92,0.232,107.0,8.97,43.9,64.5,1.34,4.72,214.0,77.6
Q05186,0.302,2.17,109.0,68.4,27.3,3.28,1.06,90.0,50.7,49.8,39.0,78.9
Q05306,,,,,,,,4.91,,,,0.017
Q05421,,0.661,,,1.5,22.0,1060.0,0.104,0.192,,,165.0
Q05512,9.67,0.074,56.0,0.774,6.27,0.528,,9.49,2.8,0.661,3.36,12.3
Q05685,,,,,0.306,,,,,,,0.089
Q05722,,,,,0.141,,,,,,,1.22
Q05738,,,,,,,,,,,,0.113
Q05769,0.01,,,,,,0.663,0.885,,,,0.385
Q05816,2183.0,1232.0,858.0,387.0,427.0,166.0,1267.0,1566.0,36.8,454.0,369.0,595.0
Q05860,0.034,,,,0.146,,,,,,,0.034
Q05895,,,,,,,,7.38,0.435,,0.139,0.521
Q05909,1.3,1.41,39.2,,0.1,11.5,,38.2,0.384,,,2.05
Q05910,0.009,,,,,,,,,,,2.75
Q05915,,0.664,15.1,,,,37.7,0.703,,0.026,30.6,0.692
Q05920,476.0,5536.0,384.0,125.0,250.0,3186.0,3625.0,775.0,216.0,2102.0,191.0,398.0
Q05921,0.027,0.112,5.42,0.378,0.008,,0.038,4.12,0.056,0.008,4.92,0.119
Q05928,,,,,,,,,,,,0.136
Q059U7,,,2.27,,0.383,,,,,,,0.011
Q059Y8,0.145,,,,0.078,,,,,,,0.015
Q05A06,0.024,,,,,,,,,,,0.0002
Q05A13,0.048,,,,,,,,,,,0.251
Q05A36,0.027,,13.6,,,,,,,,,13.0
Q05A56,0.02,,,,,,,,,,,0.0005
Q05A62,31.3,138.0,25.5,17.3,,0.39,,13.2,0.039,,,0.693
Q05A80,0.013,,,,,,,,,,,5.33
Q05AA6,0.106,,5.18,,0.137,,,,0.013,,,0.197
Q05AC5,,,,,,,,,,,,0.008
Q05AH6,,,7.7,,,,,,,,,0.806
Q05BC3,14.5,1.16,129.0,0.727,103.0,,0.283,105.0,25.3,1.62,39.9,2.56
